,State,Type,Name,Office,Party,Status,Incumbent,Election_Status,Election
3801,Iowa,Unknown,Charlie McClintock,Iowa State Senate District 42,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3802,Iowa,Unknown,Adrian Dickey,Iowa State Senate District 44,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3803,Iowa,Unknown,Dawn Driscoll,Iowa State Senate District 46,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3804,Iowa,Unknown,Ed Chabal,Iowa State Senate District 46,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3805,Iowa,Unknown,Mark S. Lofgren,Iowa State Senate District 48,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3806,Iowa,Unknown,John Dabeet,Iowa State Senate District 48,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3807,Iowa,Unknown,Jeffrey Reichman,Iowa State Senate District 50,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3808,Iowa,Unknown,Nannette Griffin,Iowa State Senate District 50,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3809,Iowa,Unknown,J.D. Scholten,Iowa House of Representatives District 1,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3810,Iowa,Unknown,Josh Steinhoff,Iowa House of Representatives District 1,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3811,Iowa,Unknown,Robert Henderson,Iowa House of Representatives District 2,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3812,Iowa,Unknown,Jessica Lopez-Walker,Iowa House of Representatives District 2,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3813,Iowa,Unknown,Thomas Jeneary,Iowa House of Representatives District 3,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3814,Iowa,Unknown,Emma Bouza,Iowa House of Representatives District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3815,Iowa,Unknown,Skyler Wheeler,Iowa House of Representatives District 4,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3816,Iowa,Unknown,Zach Dieken,Iowa House of Representatives District 5,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3817,Iowa,Unknown,Megan Jones,Iowa House of Representatives District 6,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3818,Iowa,Unknown,Mike Sexton,Iowa House of Representatives District 7,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3819,Iowa,Unknown,Wendy Larson,Iowa House of Representatives District 7,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3820,Iowa,Unknown,Ann Meyer,Iowa House of Representatives District 8,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3821,Iowa,Unknown,Henry Stone,Iowa House of Representatives District 9,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3822,Iowa,Unknown,Christian “He-Man” Schlaerth,Iowa House of Representatives District 9,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3823,Iowa,Unknown,John Wills,Iowa House of Representatives District 10,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3824,Iowa,Unknown,Craig Williams,Iowa House of Representatives District 11,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3825,Iowa,Unknown,Jeff Rich,Iowa House of Representatives District 11,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3826,Iowa,Unknown,Steven Holt,Iowa House of Representatives District 12,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3827,Iowa,Unknown,Dustin Durbin,Iowa House of Representatives District 12,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3828,Iowa,Unknown,Travis Sitzmann,Iowa House of Representatives District 13,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3829,Iowa,Unknown,Noah Wieseler,Iowa House of Representatives District 13,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3830,Iowa,Unknown,Jacob Bossman,Iowa House of Representatives District 14,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3831,Iowa,Unknown,Matt Windschitl,Iowa House of Representatives District 15,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3832,Iowa,Unknown,Benjamin Schauer,Iowa House of Representatives District 15,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3833,Iowa,Unknown,David Sieck,Iowa House of Representatives District 16,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3834,Iowa,Unknown,Candella Foley-Finchem,Iowa House of Representatives District 16,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3835,Iowa,Unknown,Devon Wood,Iowa House of Representatives District 17,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3836,Iowa,Unknown,Tom Moore,Iowa House of Representatives District 18,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3837,Iowa,Unknown,Brent Siegrist,Iowa House of Representatives District 19,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3838,Iowa,Unknown,Roger Petersen,Iowa House of Representatives District 19,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3839,Iowa,Unknown,Josh Turek,Iowa House of Representatives District 20,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3840,Iowa,Unknown,August Gibbons,Iowa House of Representatives District 20,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3841,Iowa,Unknown,James Wassell,Iowa House of Representatives District 20,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3842,Iowa,Unknown,Brooke Boden,Iowa House of Representatives District 21,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3843,Iowa,Unknown,Spencer Waugh,Iowa House of Representatives District 21,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3844,Iowa,Unknown,Samantha Fett,Iowa House of Representatives District 22,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3845,Iowa,Unknown,Garrett Gobble,Iowa House of Representatives District 22,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3846,Iowa,Unknown,Rory Taylor,Iowa House of Representatives District 22,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3847,Iowa,Unknown,Ray Sorensen,Iowa House of Representatives District 23,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3848,Iowa,Unknown,Karen Varley,Iowa House of Representatives District 23,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3849,Iowa,Unknown,Brenda Brammer-Smith,Iowa House of Representatives District 24,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3850,Iowa,Unknown,Sam Wengryn,Iowa House of Representatives District 24,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3851,Iowa,Unknown,Sonya Hicks,Iowa House of Representatives District 24,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3852,Iowa,Unknown,Hans Wilz,Iowa House of Representatives District 25,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3853,Iowa,Unknown,Brenda Curran,Iowa House of Representatives District 25,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3854,Iowa,Unknown,Austin Harris,Iowa House of Representatives District 26,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3855,Iowa,Unknown,Kenan Judge,Iowa House of Representatives District 27,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3856,Iowa,Unknown,Oliver Bardwell,Iowa House of Representatives District 27,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3857,Iowa,Unknown,David Young,Iowa House of Representatives District 28,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3858,Iowa,Unknown,Chad Brewbaker,Iowa House of Representatives District 28,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3859,Iowa,Unknown,Laura Snider,Iowa House of Representatives District 28,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3860,Iowa,Unknown,Brian Meyer,Iowa House of Representatives District 29,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3861,Iowa,Unknown,Megan Srinivas,Iowa House of Representatives District 30,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3862,Iowa,Unknown,Mary Madison,Iowa House of Representatives District 31,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3863,Iowa,Unknown,Jennifer Konfrst,Iowa House of Representatives District 32,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3864,Iowa,Unknown,Ruth Ann Gaines,Iowa House of Representatives District 33,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3865,Iowa,Unknown,Danielle Duggan,Iowa House of Representatives District 34,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3866,Iowa,Unknown,John Campbell Jr.,Iowa House of Representatives District 34,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3867,Iowa,Unknown,Samy El-Baroudi,Iowa House of Representatives District 34,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3868,Iowa,Unknown,Rob Johnson,Iowa House of Representatives District 34,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3869,Iowa,Unknown,Dudley Muhammad,Iowa House of Representatives District 34,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3870,Iowa,Unknown,Sean Bagniewski,Iowa House of Representatives District 35,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3871,Iowa,Unknown,Daniel Schmude,Iowa House of Representatives District 35,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3872,Iowa,Unknown,Angela Kay Schreader,Iowa House of Representatives District 35,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3873,Iowa,Unknown,David Green,Iowa House of Representatives District 35,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
3874,Iowa,Unknown,Austin Baeth,Iowa House of Representatives District 36,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3875,Iowa,Unknown,Barb Kniff McCulla,Iowa House of Representatives District 37,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3876,Iowa,Unknown,Jon Dunwell,Iowa House of Representatives District 38,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3877,Iowa,Unknown,Brad Magg,Iowa House of Representatives District 38,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3878,Iowa,Unknown,Rick Olson,Iowa House of Representatives District 39,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3879,Iowa,Unknown,Bill Gustoff,Iowa House of Representatives District 40,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3880,Iowa,Unknown,Heather Sievers,Iowa House of Representatives District 40,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3881,Iowa,Unknown,Molly Buck,Iowa House of Representatives District 41,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3882,Iowa,Unknown,Matthew Smith,Iowa House of Representatives District 41,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3883,Iowa,Unknown,Ryan Weldon,Iowa House of Representatives District 41,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3884,Iowa,Unknown,Heather Matson,Iowa House of Representatives District 42,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3885,Iowa,Unknown,Heather Stephenson,Iowa House of Representatives District 42,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3886,Iowa,Unknown,Eddie Andrews,Iowa House of Representatives District 43,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3887,Iowa,Unknown,Tiara Mays-Sims,Iowa House of Representatives District 43,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3888,Iowa,Unknown,Larry McBurney,Iowa House of Representatives District 44,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3889,Iowa,Unknown,Jason Menke,Iowa House of Representatives District 44,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3890,Iowa,Unknown,Jake Heard,Iowa House of Representatives District 44,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
3891,Iowa,Unknown,Brian Lohse,Iowa House of Representatives District 45,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3892,Iowa,Unknown,Anthony Thompson,Iowa House of Representatives District 45,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3893,Iowa,Unknown,Dan Gehlbach,Iowa House of Representatives District 46,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3894,Iowa,Unknown,Lynne Campbell,Iowa House of Representatives District 46,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3895,Iowa,Unknown,Carter Nordman,Iowa House of Representatives District 47,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3896,Iowa,Unknown,Chad Behn,Iowa House of Representatives District 48,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3897,Iowa,Unknown,Penny Vossler,Iowa House of Representatives District 48,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3898,Iowa,Unknown,Beth Wessel-Kroeschell,Iowa House of Representatives District 49,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3899,Iowa,Unknown,Ross Wilburn,Iowa House of Representatives District 50,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3900,Iowa,Unknown,Brett Barker,Iowa House of Representatives District 51,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3901,Iowa,Unknown,Marty Chitty,Iowa House of Representatives District 51,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3902,Iowa,Unknown,Ryan Condon,Iowa House of Representatives District 51,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3903,Iowa,Unknown,Sue Cahill,Iowa House of Representatives District 52,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3904,Iowa,Unknown,Dean Fisher,Iowa House of Representatives District 53,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3905,Iowa,Unknown,John Anderson,Iowa House of Representatives District 53,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3906,Iowa,Unknown,Tommy Hexter,Iowa House of Representatives District 53,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3907,Iowa,Unknown,Jennifer Wrage,Iowa House of Representatives District 53,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3908,Iowa,Unknown,Joshua Meggers,Iowa House of Representatives District 54,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3909,Iowa,Unknown,Jody Anderson,Iowa House of Representatives District 54,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3910,Iowa,Unknown,Shannon Latham,Iowa House of Representatives District 55,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3911,Iowa,Unknown,Mark Thompson,Iowa House of Representatives District 56,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3912,Iowa,Unknown,Kyle Kruse,Iowa House of Representatives District 56,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3913,Iowa,Unknown,Pat Grassley,Iowa House of Representatives District 57,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3914,Iowa,Unknown,Shawn Ellerbroek,Iowa House of Representatives District 57,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3915,Iowa,Unknown,Charley Thomson,Iowa House of Representatives District 58,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
3916,Iowa,Unknown,Gail Allison,Iowa House of Representatives District 58,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
3917,Iowa,Unknown,Christian Hermanson,Iowa House of Representatives District 59,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
